publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	own_anchor	all_issns	zdb_id
International Journal of Cultural Studies	1367-8779	1460-356X	1998	1					http://journals.sagepub.com/home/ics		9217		Volltext		Sage Publications	sage_premier	1367-8779;1460-356X	2034465-X
International Journal of Damage Mechanics	1056-7895	1530-7921	1992	1					http://journals.sagepub.com/home/ijd		11543		Volltext		Sage Publications	sage_premier	1056-7895;1530-7921	2052623-4
International Journal of Discrimination and the Law	1358-2291	2047-9468	1995	1					http://journals.sagepub.com/home/jdi		198721		Volltext		Sage Publications	sage_premier	1358-2291;2047-9468	2442087-6
International Journal of High Performance Computing Applications	1078-3482	1741-2846	1987	1					http://journals.sagepub.com/home/hpc		5714		Volltext		Sage Publications	sage_premier	1078-3482;1094-3420;1741-2846	2017480-9
International Journal of Lower Extremity Wounds, The	1534-7346	1552-6941	2002	1					http://journals.sagepub.com/home/ijl		40289		Volltext		Sage Publications	sage_premier	1534-7346;1552-6941	2135166-1
International Journal of Maritime History	0843-8714	2052-7756	1999	11					http://journals.sagepub.com/home/ijh		213170		Volltext		Sage Publications	sage_premier	0843-8714;2052-7756	2625889-4
International Journal of Music Education	0255-7614	1744-795X	1983	1					http://journals.sagepub.com/home/ijm		42264		Volltext		Sage Publications	sage_premier	0255-7614;1744-795X	2145513-2
International Journal of Offender Therapy and Comparative Criminology	0306-624X	1552-6933	1966	10					http://journals.sagepub.com/home/ijo		9218		Volltext		Sage Publications	sage_premier	0306-624X;1552-6933	2034467-3
International Journal of Press/Politics, The 	1081-180X	1531-328X	1996	1					http://journals.sagepub.com/home/hij		15747		Volltext		Sage Publications ; Project MUSE	sage_premier	1081-180X;1940-1612;1531-328X;1940-1620	2409833-4
International Journal of Robotics Research, The	0278-3649	1741-3176	1982	1					http://journals.sagepub.com/home/ijr		5878		Volltext		Sage Publications	sage_premier	0278-3649;1741-3176	2015221-8
International Journal of Rural Management	0973-0052	0973-0680	2005	1					http://journals.sagepub.com/home/irm		60762		Volltext		Sage Publications	sage_premier	0973-0052;0973-0680	2210261-9
International Journal of Social Psychiatry, The	0020-7640	1741-2854	1955	1					http://journals.sagepub.com/home/isp		25469		Volltext		Sage Publications	sage_premier	0020-7640;1741-2854	2066492-8
International Journal of Surgical Pathology	1066-8969	1940-2465	1993	1					http://journals.sagepub.com/home/ijs		58481		Volltext		Sage Publications ; HighWire Press ; Westminster Publications	sage_premier	1066-8969;1940-2465	2070102-0
International Journal of Toxicology, The (formerly: Journal of the American College of Toxicology)	0730-0913	1092-874X	1982	1					http://journals.sagepub.com/home/ijt		1141		Volltext		Sage Publications	sage_premier	0730-0913;1091-5818;1092-874X	1500682-7
International Political Science Abstracts	0020-8345	1751-9292	2007	57					http://journals.sagepub.com/home/iab		87731		Volltext		Sage Publications	sage_premier	0020-8345;1751-9292	2125122-8
International Political Science Review = Revue Internationale de Science Politique	0192-5121	1460-373X	1980	1					http://journals.sagepub.com/home/ips		6798		Volltext		Sage Publications	sage_premier	0192-5121;1460-373X	2027393-9
International Regional Science Review	0160-0176	1552-6925	1975	1					http://journals.sagepub.com/home/irx		7379		Volltext		Sage Publications	sage_premier	0160-0176;1552-6925	2011485-0
International Relations	0047-1178	1741-2862	1957	1					http://journals.sagepub.com/home/ire		15377		Volltext		Sage Publications	sage_premier	0047-1178;1741-2862	2058898-7
International Review for the Sociology of Sport	0074-7769	1461-7218	1966	1					http://journals.sagepub.com/home/irs		4543		Volltext		Sage Publications	sage_premier	0074-7769;1012-6902;1461-7218	1494063-2
International Review of Administrative Sciences	0020-8523	1461-7226	1957	23					http://journals.sagepub.com/home/ras		8215		Volltext		Sage Publications	sage_premier	0020-8523;1461-7226	2023655-4
International Review of Victimology	0269-7580	2047-9433	1989	1					http://journals.sagepub.com/home/irv		170656		Volltext		Sage Publications	sage_premier	0269-7580;2047-9433	2442080-3
International Small Business Journal	0266-2426	1741-2870	1982	1					http://journals.sagepub.com/home/isb		15363		Volltext		Sage Publications	sage_premier	0266-2426;1741-2870	2058559-7
International Social Work	0020-8728	1461-7234	1959	2					http://journals.sagepub.com/home/isw		10572		Volltext		Sage Publications	sage_premier	0020-8728;1461-7234	2050567-X
International Sociology	0268-5809	1461-7242	1986	1					http://journals.sagepub.com/home/iss		4676		Volltext		Sage Publications	sage_premier	0268-5809;1461-7242	1481123-6
International Studies	0020-8817	0973-0702	1959	1					http://journals.sagepub.com/home/isq		53308		Volltext		Sage Publications	sage_premier	0020-8817;0973-0702	2181652-9
Interpretation: A Journal of Bible and Theology	0020-9643	2159-340X	1947	1					http://journals.sagepub.com/home/int		63851		Volltext		Sage Publications	sage_premier	0020-9643;2159-340X	2066502-7
Intervention in School and Clinic (formerly: Academic Therapy; Academic Therapy Quarterly)	0001-396X	1538-4810	1965	1					http://journals.sagepub.com/home/isc		29058		Volltext		Sage Publications ; HighWire Press ; Hammill Institute on Disabilities ; Council for Learning Disabilities ; Pro-ed	sage_premier	0001-396X;1053-4512;1538-4810	2069778-8
Irish Theological Quarterly	0021-1400	1752-4989	1951	18					http://journals.sagepub.com/home/itq		88038		Volltext		Sage Publications	sage_premier	0021-1400;1752-4989	2130458-0
JDR Clinical & Translational Research	2380-0844	2380-0852	2016	1					http://journals.sagepub.com/home/jct		240288		Volltext		Sage	sage_premier	2380-0844;2380-0852	2836491-0
JIAPAC : Journal of the International Association of Providers of AIDS Care (formerly: JIAPAC: Journal of the International Association of Physicians in AIDS Care)	1545-1097	1557-0886	2002	1					http://journals.sagepub.com/home/jia		37815		Volltext		Sage Publications ; International Association of Physicians in AIDS Care	sage_premier	1545-1097;2325-9574;1557-0886;2325-9582	2709037-1
Jindal Journal of Business Research 	2278-6821	2321-0311	2012	1					http://journals.sagepub.com/home/brj		206715		Volltext		Sage Publications	sage_premier	2278-6821;2321-0311	2753842-4
Journal for the Education of the Gifted	0162-3532	2162-9501	1978	1					http://journals.sagepub.com/home/jeg		170016		Volltext		Sage Publications	sage_premier	0162-3532;2162-9501	2549634-7
Journal for the Study of the New Testament	0142-064X	1745-5294	1978	1					http://journals.sagepub.com/home/jnt		19858		Volltext		Sage Publications	sage_premier	0142-064X;1745-5294	2067510-0
Journal for the Study of the Old Testament	0309-0892	1476-6728	1976	1					http://journals.sagepub.com/home/jot		19857		Volltext		Sage Publications	sage_premier	0309-0892;1476-6728	2068281-5
Journal for the Study of the Pseudepigrapha	0951-8207	1745-5286	1987	1					http://journals.sagepub.com/home/jsp		53888		Volltext		Sage Publications	sage_premier	0951-8207;1745-5286	2069413-1
Journal of Accounting, Auditing & Finance	0148-558X	2160-4061	1986	1					http://journals.sagepub.com/home/jaf		158880		Volltext		Sage Publications	sage_premier	0148-558X;2160-4061	2067574-4
Journal of Adolescent Research	0743-5584	1552-6895	1986	1					http://journals.sagepub.com/home/jar		6005		Volltext		Sage Publications	sage_premier	0743-5584;1552-6895	1500220-2
Journal of Advanced Academics (formerly: Journal of Secondary Gifted Education, The) 	1077-4610	2162-9528	1995	7					http://journals.sagepub.com/home/joa		167689		Volltext		Sage Publications	sage_premier	1077-4610;1932-202X;2162-9528	2276440-9
Journal of Aging and Health	0898-2643	1552-6887	1989	1					http://journals.sagepub.com/home/jah		9221		Volltext		Sage Publications	sage_premier	0898-2643;1552-6887	2034469-7
Journal of Applied Behavioral Science, The	0021-8863	1552-6879	1965	1					http://journals.sagepub.com/home/jab		9005		Volltext		Sage Publications	sage_premier	0021-8863;1552-6879	2030380-4
Journal of Applied Gerontology	0733-4648	1552-4523	1982	1					http://journals.sagepub.com/home/jag		29310		Volltext		Sage Publications	sage_premier	0733-4648;1552-4523	2089028-X
Journal of Applied Social Science 	1936-7244	1937-0245	2003	20					http://journals.sagepub.com/home/jax		182786		Volltext		Sage Publications ; JSTOR	sage_premier	1936-7244;1937-0245	2657675-2
Journal of Asian and African Studies (2002- )	0021-9096	1568-5217	2002	37					http://journals.sagepub.com/home/jas		50981		Volltext		Sage Publications	sage_premier	0021-9096;1568-5217;1745-2538	2040418-9
Journal of Asian Security and International Affairs	2347-7970	2349-0039	2014	1					http://journals.sagepub.com/home/aia		215791		Volltext		Sage Publications	sage_premier	2347-7970;2349-0039	2769932-8
Journal of Asthma and Allergy Educators (JAAE)	2150-1297	2150-1300	2010	1		2013	4		http://journals.sagepub.com/home/jaa		130359		Volltext		Sage Publications	sage_premier	2150-1297;2150-1300	2540944-X
Journal of Attention Disorders	1087-0547	1557-1246	1996	1					http://journals.sagepub.com/home/jad		29415		Volltext		Sage Publications	sage_premier	1087-0547;1557-1246	2188086-4
Journal of Bioactive and Compatible Polymers	0883-9115	1530-8030	1986	1					http://journals.sagepub.com/home/jbc		19792		Volltext		Sage Publications	sage_premier	0883-9115;1530-8030	2073790-7
Journal of Biological Rhythms	0748-7304	1552-4531	1986	1					http://journals.sagepub.com/home/jbr		7670		Volltext		Sage Publications	sage_premier	0748-7304;1552-4531	2018064-0
Journal of Biomaterials Applications	0885-3282	1530-8022	1986	1					http://journals.sagepub.com/home/jba		19711		Volltext		Sage Publications	sage_premier	0885-3282;1530-8022	2072559-0
Journal of Black Psychology	0095-7984	1552-4558	1974	1					http://journals.sagepub.com/home/jbp		19153		Volltext		Sage Publications	sage_premier	0095-7984;1552-4558	2071675-8
Journal of Black Studies	0021-9347	1552-4566	1970	1					http://journals.sagepub.com/home/jbs		33286		Volltext		Sage Publications	sage_premier	0021-9347;1552-4566	1499073-8
Journal of Building Physics (Formerly Journal of Thermal Envelope and Building Science; Journal of Thermal Insulation and Building Envelopes; Journal of Thermal Insulation)	1097-1963	1530-8073	1977	1					http://journals.sagepub.com/home/jen		33298		Volltext		Sage Publications	sage_premier	1097-1963;1744-2591;1530-8073;1744-2583	2211917-6
Journal of Business and Technical Communication	1050-6519	1552-4574	1987	1					http://journals.sagepub.com/home/jbt		15478		Volltext		Sage Publications	sage_premier	1050-6519;1552-4574	2059529-3
Journal of Cardiovascular Pharmacology and Therapeutics	1074-2484	1940-4034	1996	1					http://journals.sagepub.com/home/cpt		65584		Volltext		Sage Publications	sage_premier	1074-2484;1940-4034	2230155-0
Journal of Career Assessment	1069-0727	1552-4590	1993	1					http://journals.sagepub.com/home/jca		25381		Volltext		Sage Publications	sage_premier	1069-0727;1552-4590	2084048-2
Journal of Career Development (JCD)	0164-2502	1556-0856	1972	1					http://journals.sagepub.com/home/jcd		57701		Volltext		Sage Publications ; formerly Springer	sage_premier	0164-2502;0894-8453;1556-0856;1573-3548	2016740-4
Journal of Cases in Educational Leadership (JCEL)	1555-4589	1555-4589	1998	1					http://journals.sagepub.com/home/jel		58597		Volltext		Sage Publications	sage_premier	1555-4589	2202404-9
Journal of Cellular Plastics	0021-955X	1530-7999	1965	1					http://journals.sagepub.com/home/cel		33143		Volltext		Sage Publications	sage_premier	0021-955X;1530-7999	2098525-3
Journal of Child Health Care	1367-4935	1741-2889	1997	1					http://journals.sagepub.com/home/chc		25375		Volltext		Sage Publications	sage_premier	1367-4935;1741-2889	2084013-5
Journal of Child Neurology	0883-0738	1702-6075	1986	1					http://journals.sagepub.com/home/jcn		36543		Volltext		Sage Publications	sage_premier	0883-0738;1702-6075;1708-8283;1708-8828	2068710-2
Journal of Chinese Writing Systems 	2513-8502	2513-8510	2017	1					http://journals.sagepub.com/loi/cws		313198		Volltext		Sage	sage_premier	2513-8502;2513-8510	2917388-7
Journal of Classical Sociology	1468-795X	1741-2897	2001	1					http://journals.sagepub.com/home/jcs		15253		Volltext		Sage Publications	sage_premier	1468-795X;1741-2897	2057685-7
Journal of Clinical Pharmacology, The (formerly: Journal of Clinical Pharmacology and New Drugs, The ; Journal of Clinical Pharmacology and The Journal of New Drugs, The ; Journal of New Drugs, The)	0021-9754	1552-4604	1961	1		2012	52		http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291552-4604/issues		7426		Volltext		Wiley-Blackwell - STM	sage_premier	0021-9754;0091-2700;0095-9863;0096-0284;1552-4604	2010253-7
Journal of Clinical Urology (Formerly: British Journal of Medical and Surgical Urology)	1875-9742	1875-9750	2008	1					http://journals.sagepub.com/loi/uro		109802		Volltext		Sage Publications ; formerly: Elsevier	sage_premier	1875-9742;2051-4158;1875-9750;2051-4166	2753851-5
Journal of Cognitive Engineering and Decision Making	1555-3434	2169-5032	2007	1					http://journals.sagepub.com/home/edm		111834		Volltext		Sage Publications ; Human Factors and Ergonomics Society	sage_premier	1555-3434;2169-5032	2475461-4
Journal of Commonwealth Literature, The	0021-9894	1741-6442	1966	1					http://journals.sagepub.com/home/jcl		9315		Volltext		Sage Publications	sage_premier	0021-9894;1741-6442	2036065-4
Journal of Communication Inquiry	0196-8599	1552-4612	1974	1					http://journals.sagepub.com/home/jci		7500		Volltext		Sage Publications	sage_premier	0196-8599;1552-4612	2011495-3
Journal of Composite Materials (JCM)	0021-9983	1530-793X	1967	1					http://journals.sagepub.com/home/jcm		24952		Volltext		Sage Publications	sage_premier	0021-9983;1530-793X	2081924-9
Journal of Conflict Resolution, The	0022-0027	1552-8766	1957	1					http://journals.sagepub.com/home/jcr		3018		Volltext		Sage Publications	sage_premier	0022-0027;1552-8766	1500229-9
Journal of Consumer Culture	1469-5405	1741-2900	2001	1					http://journals.sagepub.com/home/joc		15254		Volltext		Sage Publications	sage_premier	1469-5405;1741-2900	2057686-9
Journal of Contemporary Criminal Justice	1043-9862	1552-5406	1978	1					http://journals.sagepub.com/home/ccj		8594		Volltext		Sage Publications	sage_premier	1043-9862;1552-5406	2027876-7
Journal of Contemporary Ethnography (formerly: Urban Life / Urban Life and Culture)	0049-5662	1552-5414	1972	1					http://journals.sagepub.com/home/jce		6363		Volltext		Sage Publications	sage_premier	0049-5662;0098-3039;0891-2416;1552-5414	2034471-5
Journal of Contemporary History	0022-0094	1461-7250	1966	1					http://journals.sagepub.com/home/jch		5383		Volltext		Sage Publications	sage_premier	0022-0094;1461-7250	1494064-4
Journal of Correctional Health Care	1078-3458	1940-5200	1994	1					http://journals.sagepub.com/home/jcx		65794		Volltext		Sage Publications	sage_premier	1078-3458;1940-5200	2233559-6
Journal of Creative Communications	0973-2586	0973-2594	2006	1					http://journals.sagepub.com/home/crc		82941		Volltext		Sage Publications	sage_premier	0973-2586;0973-2594	2254968-7
Journal of Cross-Cultural Psychology	0022-0221	1552-5422	1970	1					http://journals.sagepub.com/home/jcc		7850		Volltext		Sage Publications	sage_premier	0022-0221;1552-5422	2021892-8
Journal of Defense Modeling and Simulation (JDMS)	1548-5129	1557-380X	2004	1					http://journals.sagepub.com/home/dms		120532		Volltext		Sage Publications	sage_premier	1548-5129;1557-380X	2501647-7
Journal of Dental Research - JDR Online	0022-0345	1544-0591	1919	1					http://journals.sagepub.com/home/jdr		6728		Volltext		Sage Publications ; International Association for Dental Research ; HighWire Press	sage_premier	0022-0345;1544-0591	2057074-0
Journal of Developing Societies (2002-)	0169-796X	1745-2546	2002	18					http://journals.sagepub.com/home/jds		50979		Volltext		Sage Publications	sage_premier	0169-796X;1745-2546	2041925-9
Journal of Diagnostic Medical Sonography (JDMS)	8756-4793	1552-5430	1985	1					http://journals.sagepub.com/home/jdm		9728		Volltext		Sage Publications	sage_premier	8756-4793;1552-5430	2040352-5
Journal of Disability Policy Studies	1044-2073	1538-4802	1990	1					http://journals.sagepub.com/home/dps		33305		Volltext		Sage Publications ; früher: Pro-ed	sage_premier	1044-2073;1538-4802	2094126-2
Journal of Drug Issues (JDI)	0022-0426	1945-1369	1999	29					http://journals.sagepub.com/home/jod		10580		Volltext		Sage Publications	sage_premier	0022-0426;1945-1369	2051257-0
Journal of Early Adolescence, The	0272-4316	1552-5449	1981	1					http://journals.sagepub.com/home/jea		6199		Volltext		Sage Publications	sage_premier	0272-4316;1552-5449	2011499-0
Journal of Early Childhood Literacy	1468-7984	1741-2919	2001	1					http://journals.sagepub.com/home/ecl		19914		Volltext		Sage Publications	sage_premier	1468-7984;1741-2919	2074958-2
Journal of Early Childhood Research	1476-718X	1741-2927	2003	1					http://journals.sagepub.com/home/ecr		37713		Volltext		Sage Publications	sage_premier	1476-718X;1741-2927	2120857-8
Journal of Early Intervention	1053-8151	2154-3992	1981	2					http://journals.sagepub.com/home/jei		99906		Volltext		Sage Publications	sage_premier	1053-8151;2154-3992	2416414-8
Journal of Education for Sustainable Development	0973-4082	0973-4074	2007	1					http://journals.sagepub.com/home/jsd		94403		Volltext		Sage Publications	sage_premier	0973-4082;0973-4074	2387723-6
Journal of Educational and Behavioral Statistics (formerly Journal of Educational Statistics)	0362-9791	1935-1054	1976	1					http://journals.sagepub.com/home/jeb		88547		Volltext		Sage Publications ; HighWire Press ; American Educational Research Association ; American Statistical Association	sage_premier	0362-9791;0885-3525;1076-9986;1935-1054	2174169-4
Journal of Elastomers and Plastics	0095-2443	1530-8006	1969	1					http://journals.sagepub.com/home/jep		33144		Volltext		Sage Publications	sage_premier	0095-2443;1530-8006	2098535-6
Journal of Emerging Market Finance	0972-6527	0972-6527	2002	1					http://journals.sagepub.com/home/emf		53217		Volltext		Sage Publications	sage_premier	0972-6527;0973-0710	2180453-9
Journal of Emotional and Behavioral Disorders	1063-4266	1538-4799	1993	1					http://journals.sagepub.com/home/ebx		19875		Volltext		Sage Publications ; früher: Pro-ed	sage_premier	1063-4266;1538-4799	2070071-4
Journal of English Linguistics	0075-4242	1552-5457	1967	1					http://journals.sagepub.com/home/eng		5384		Volltext		Sage Publications	sage_premier	0075-4242;1552-5457	1494067-x
Journal of Entrepreneurship	0971-3557	0971-3557	1992	1					http://journals.sagepub.com/home/joe		58491		Volltext		Sage Publications	sage_premier	0971-3557;0973-0745	2202049-4
Journal of Entrepreneurship and Innovation in Emerging Economies	2393-9575	2394-9945	2015	1					http://journals.sagepub.com/home/eie		235664		Volltext		Sage Publications	sage_premier	2393-9575;2394-9945	2829587-0
Journal of Environment and Development, The	1070-4965	1552-5465	1992	1					http://journals.sagepub.com/home/jed		7501		Volltext		Sage Publications ; JSTOR	sage_premier	1070-4965;1552-5465	2011500-3
Journal of European Social Policy	0958-9287	1461-7269	1991	1					http://journals.sagepub.com/home/esp		4857		Volltext		Sage Publications	sage_premier	0958-9287;1461-7269	1482723-2
Journal of European Studies: Literature and Ideas from the Renaissance to the Present	0047-2441	1740-2379	1971	1					http://journals.sagepub.com/home/jes		37699		Volltext		Sage Publications	sage_premier	0047-2441;1740-2379	2067229-9
Journal of Evidence-Based Complementary and Alternative Medicine : JEBCAM	1533-2101	1076-1675	1995	1					http://journals.sagepub.com/home/chp		37704		Volltext		Sage Publications	sage_premier	1533-2101;2156-5872;1076-1675;1552-3845;2156-5899	2604898-X
Journal of Experiential Education 	1053-8259	2169-009X	1999	22					http://journals.sagepub.com/home/jee		187972		Volltext		Sage Publications ; Association for Experiental Education	sage_premier	1053-8259;2169-009X	2069784-3
Journal of Family History	0363-1990	1552-5473	1976	1					http://journals.sagepub.com/home/jfh		6364		Volltext		Sage Publications	sage_premier	0363-1990;1552-5473	2011501-5
Journal of Family Issues	0192-513X	1552-5481	1980	1					http://journals.sagepub.com/home/jfi		5385		Volltext		Sage Publications	sage_premier	0192-513X;1552-5481	1494068-1
Journal of Family Nursing	1074-8407	1552-549X	1995	1					http://journals.sagepub.com/home/jfn		33287		Volltext		Sage Publications	sage_premier	1074-8407;1552-549X	2070209-7
Journal of Feline Medicine and Surgery	1098-612X	1532-2750	1999	1					http://journals.sagepub.com/home/jfm		10490		Volltext		Sage Publications ; formerly Elsevier	sage_premier	1098-612X;1532-2750	2049047-1
Journal of Fire Protection Engineering	1042-3915	1532-172X	1989	1		2013	23		http://journals.sagepub.com/home/jfe		33288		Volltext		Sage Publications	sage_premier	1042-3915;1532-172X	2098538-1
Journal of Fire Sciences	0734-9041	1530-8049	1983	1					http://journals.sagepub.com/home/jfs		29381		Volltext		Sage Publications	sage_premier	0734-9041;1530-8049	2088221-X
Journal of Generic Medicines	1741-1343	1741-7090	2003	1					http://journals.sagepub.com/home/jgm		52370		Volltext		Sage Publications ; früher: Palgrave Macmillan	sage_premier	1741-1343;1741-7090	2174701-5
Journal of Geriatric Psychiatry and Neurology	0891-9887	1552-5708	1988	1					http://journals.sagepub.com/home/jgp		39217		Volltext		Sage Publications	sage_premier	0891-9887;1552-5708	2094096-8
Journal of Hand Surgery, The : European Volume 	0072-968x	1532-2211	1969	1					http://journals.sagepub.com/home/jhs		91659		Volltext		Sage Publications ; The British Society for Surgery of the Hand ; formerly Elsevier	sage_premier	0072-968x;0266-7681;1753-1934;1532-2211;2043-6289	2376920-8
Journal of Health and Social Behavior (2004-)	0022-1465	2150-6000	2004	45					http://journals.sagepub.com/home/hsb		42116		Volltext		American Sociological Association ; Sage Publications	sage_premier	0022-1465;2150-6000	2010257-4
Journal of Health Management	0972-0634	0972-0634	1999	1					http://journals.sagepub.com/home/jhm		53220		Volltext		Sage Publications	sage_premier	0972-0634;0973-0729	2180461-8
Journal of Health Psychology	1359-1053	1461-7277	1996	1					http://journals.sagepub.com/home/hpq		7844		Volltext		Sage Publications	sage_premier	1359-1053;1461-7277	2021897-7
Journal of Hispanic Higher Education	1538-1927	1552-5716	2002	1					http://journals.sagepub.com/home/jhh		33289		Volltext		Sage Publications	sage_premier	1538-1927;1552-5716	2101222-2
Journal of Histochemistry and Cytochemistry	0022-1554	1551-5044	1953	1					http://journals.sagepub.com/home/jhc		1928		Volltext		Sage Publications ; Histochemical Society	sage_premier	0022-1554;1551-5044	1421306-0
Journal of Holistic Nursing	0898-0101	1552-5724	1983	1					http://journals.sagepub.com/home/jhn		30317		Volltext		Sage Publications	sage_premier	0898-0101;1552-5724	2093068-9
Journal of Hospitality and Tourism Research	1096-3480	1557-7554	1976	1					http://journals.sagepub.com/home/jht		58599		Volltext		Sage Publications	sage_premier	1096-3480;1557-7554	2202405-0
Journal of Human Lactation	0890-3344	1552-5732	1985	1					http://journals.sagepub.com/home/jhl		30288		Volltext		Sage Publications	sage_premier	0890-3344;1552-5732	2092674-1
Journal of Human Values	0971-6858	0973-0737	1995	1					http://journals.sagepub.com/home/jhv		53219		Volltext		Sage Publications	sage_premier	0971-6858;0973-0737	2180529-5
Journal of Humanistic Psychology	0022-1678	1552-650X	1961	1					http://journals.sagepub.com/home/jhp		7502		Volltext		Sage Publications	sage_premier	0022-1678;1552-650X	2011506-4
Journal of Industrial Relations, The (JIR)	0022-1856	1472-9296	1959	1					http://journals.sagepub.com/home/jir		15105		Volltext		Sage Publications	sage_premier	0022-1856;1472-9296	2056858-7
Journal of Industrial Textiles (formerly: Journal of Coated Fibrous Materials; Journal of Coated Fabrics)	0047-2298	1530-8057	1971	1					http://journals.sagepub.com/home/jit		31577		Volltext		Sage Publications	sage_premier	0047-2298;0093-4658;1528-0837;1530-8057	2095351-3
Journal of Infection Prevention 	1469-0446	1754-7156	2000	1	4				http://journals.sagepub.com/home/bji		94402		Volltext		Sage Publications ; Infection Prevention Society	sage_premier	1469-0446;1757-1774;1754-7156;1757-1782	2595000-9
Journal of Information Science (JIS)	0165-5515	1741-6485	1979	1					http://journals.sagepub.com/home/jis		8357		Volltext		Sage Publications	sage_premier	0165-5515;1741-6485	2025062-9
Journal of Infrastructure Development 	0974-9306	0975-5969	2009	1					http://journals.sagepub.com/home/joi		125232		Volltext		Sage Publications	sage_premier	0974-9306;0975-5969	2520203-0
Journal of Intellectual Disabilities (formerly: Journal of Learning Disabilities)	1354-4187	1744-6309	1997	1					http://journals.sagepub.com/home/jld		19641		Volltext		Sage Publications	sage_premier	1354-4187;1362-0177;1469-0047;1744-6295;1744-6309	2071898-6
Journal of Intelligent Material Systems and Structures	1045-389X	1530-8138	1990	1					http://journals.sagepub.com/home/jim		29383		Volltext		Sage Publications	sage_premier	1045-389X;1530-8138	2088313-4
Journal of Intensive Care Medicine	0885-0666	1525-1489	1986	1					http://journals.sagepub.com/home/jic		35583		Volltext		Sage Publications	sage_premier	0885-0666;1525-1489	2001472-7
Journal of Interdisciplinary Economics	0260-1079	2321-5305	1999	10					http://journals.sagepub.com/home/jie		195441		Volltext		Sage Publications	sage_premier	0260-1079;2321-5305	2400493-5
Journal of International Political Theory (Formerly: Politics and Ethics Review)	1743-453X	1755-1722	2005	1					http://journals.sagepub.com/home/ipt		109563		Volltext		Sage Publications ; Edinburgh University Press	sage_premier	1743-453X;1755-0882;1755-1722	2455923-4
Journal of Interpersonal Violence	0886-2605	1552-6518	1986	1					http://journals.sagepub.com/home/jiv		7503		Volltext		Sage Publications	sage_premier	0886-2605;1552-6518	2028900-5
Journal of Land and Rural Studies	2321-0249	2321-7464	2013	1					http://journals.sagepub.com/home/lrs		199079		Volltext		Sage Publications	sage_premier	2321-0249;2321-7464	2724145-2
Journal of Language and Social Psychology	0261-927X	1552-6526	1982	1					http://journals.sagepub.com/home/jls		6006		Volltext		Sage Publications	sage_premier	0261-927X;1552-6526	1500232-9
Journal of Leadership and Organizational Studies (Formerly: Journal of Leadership Studies)	1071-7919	1939-7089	1993	1					http://journals.sagepub.com/home/jlo		92959		Volltext		Sage Publications	sage_premier	1071-7919;1548-0518;1939-7089	2168520-4
Journal of Learning Disabilities	0022-2194	1538-4780	1968	1					http://journals.sagepub.com/home/ldx		20076		Volltext		Sage Publications	sage_premier	0022-2194;1538-4780	2077783-8
Journal of Librarianship and Information Science	0961-0006	1741-6477	1969	1					http://journals.sagepub.com/home/lis		5811		Volltext		Sage Publications	sage_premier	0961-0006;1741-6477	1501504-x
Journal of Literacy Research (formerly: Journal of Reading Behavior)	0022-4111	1554-8430	1999	31					http://journals.sagepub.com/home/jlr		65695		Volltext		Sage Publications (früher: Taylor and Francis Group, Routledge)	sage_premier	0022-4111;1086-296X;1554-8430	2233034-3
Journal of Macromarketing	0276-1467	1552-6534	1981	1					http://journals.sagepub.com/home/jmk		31578		Volltext		Sage Publications	sage_premier	0276-1467;1552-6534	2068181-1
Journal of Management	0149-2063	1557-1211	1975	1					http://journals.sagepub.com/home/jom		52695		Volltext		Sage Publications	sage_premier	0149-2063;1557-1211	2015295-4
Journal of Management Education	1052-5629	1552-6658	1975	1					http://journals.sagepub.com/home/jme		33291		Volltext		Sage Publications	sage_premier	1052-5629;1552-6658	2101214-3
Journal of Management Inquiry	1056-4926	1552-6542	1992	1					http://journals.sagepub.com/home/jmi		6365		Volltext		Sage Publications	sage_premier	1056-4926;1552-6542	2021085-1
Journal of Marketing Education	0273-4753	1552-6550	1979	1					http://journals.sagepub.com/home/jmd		7723		Volltext		Sage Publications	sage_premier	0273-4753;1552-6550	2020298-2
Journal of Material Culture	1359-1835	1460-3586	1996	1					http://journals.sagepub.com/home/mcu		8872		Volltext		Sage Publications	sage_premier	1359-1835;1460-3586	1492241-1
Journal of Medical Marketing	1469-7025	1745-7912	2000	1					http://journals.sagepub.com/home/mmj		58575		Volltext		Sage Publications ; früher: Palgrave Macmillan	sage_premier	1469-7025;1745-7904;1745-7912	2202766-X
Journal of Mixed Methods Research	1558-6898	1558-6901	2007	1					http://journals.sagepub.com/home/mmr		84287		Volltext		Sage Publications	sage_premier	1558-6898;1558-6901	2255998-X
Journal of Music Teacher Education	1057-0837	1945-0079	1991	1					http://journals.sagepub.com/home/jmt		42165		Volltext		Sage Publications ; HighWire Press ; The National Association for Music Education	sage_premier	1057-0837;1945-0079	2144055-4
Journal of Oncology Pharmacy Practice	1078-1552	1477-092X	1995	1					http://journals.sagepub.com/home/opp		5449		Volltext		Sage Publications ; HighWire Press ; Hodder Arnold	sage_premier	1078-1552;1477-092X	2026590-6
